amenity,latitude,longitude,name
hospital,3.2896539,32.8818999,AVSI
hospital,4.7455268,33.6011686,Kapoeta Mission Hospital
hospital,5.7847231,30.1042125,Yeri PHCC
hospital,13.1864904,30.2215178,مستشفى الأبيض التعليمي
hospital,3.1107679,30.8973839,AROI
hospital,3.1120151,30.8971655,EBIA TRADING CENTRE
hospital,3.1106773,30.8972941,AROI HEALTH CENTRE
hospital,2.4802709,31.0939504,Santa Maria Medical Centre
hospital,2.4777856,31.0866228,Nebbi Hospital
hospital,2.4665344,31.3170199,PAILA
hospital,2.4665257,31.3173076,PAILA HEALTH CENTRE II
hospital,3.0629754,30.9287757,OREKU HEALTH C II
hospital,3.2759032,30.9526146,Health Center II
hospital,3.5055417,30.9417637,KULUBA HC II
hospital,3.4930741,31.0776966,BAMURE HEALTH CENTRE II
hospital,3.4712229,32.0081099,ARINYAPI
hospital,4.8306822,31.5860152,Military Hospital
hospital,3.0733794,31.2821132,OCEA
hospital,3.0737411,31.2821216,OCEA H/C 11
hospital,3.0733976,31.2822121,BELIAFE
hospital,5.3667007,30.1594264,Gullu PH
hospital,3.4092643,30.9597404,KOBOKO
hospital,3.4206738,30.9552537,KOBOKO MISSION HC III
hospital,3.4089391,30.9599120,KOBOKO HC II
hospital,3.4208185,30.9552444,KOBKO MISSION
hospital,3.1032875,31.0848234,OTUMBARI HEALTH CENTRE III
hospital,3.2343011,31.2816264,HC II Imvepi
hospital,3.2342752,31.2817529,HC II Imvepi
hospital,3.2340010,31.2818051,HC II Imvepi
hospital,3.2338767,31.2816224,HC II Imvepi
hospital,3.2343278,31.2821678,HC II Imvepi
hospital,3.3567627,31.8552176,PAKELE
hospital,3.2408115,30.9757840,YIVU ABEA H/C II
